alpha,beta,gamma,auroc_obs,auroc_patient
0.5,3.5,0.6,0.6592200691443265,0.7510109513054506
0.5,3.5,0.7,0.6603021439944523,0.7542791243001461
0.5,3.5,0.8,0.6608848351628206,0.7582440152258624
0.5,3.5,0.9,0.6604088961240744,0.7630847792080124
0.5,3.5,1.0,0.6576637697898577,0.7690705718251184
0.5,4.0,0.1,0.6513084413159234,0.7317609556488762
0.5,4.0,0.2,0.6526277092757162,0.73371390086057
0.5,4.0,0.3,0.6540048700177947,0.7359493297988013
0.5,4.0,0.4,0.6554155294743749,0.7384107219282915
0.5,4.0,0.5,0.6568227165309607,0.7411699370857878
0.5,4.0,0.6,0.6581513442443816,0.7443027527421248
0.5,4.0,0.7,0.6592617147694477,0.7479352620040964
0.5,4.0,0.8,0.6598825519794319,0.7523452873366897
0.5,4.0,0.9,0.6594616158619715,0.7577606534811246
0.5,4.0,1.0,0.6568020608212032,0.764505007150627
0.5,4.5,0.1,0.6502373252162099,0.7247510173014564
0.5,4.5,0.2,0.6515643059589264,0.7269073813857623
0.5,4.5,0.3,0.652951196120626,0.7293515712132153
0.5,4.5,0.4,0.6543744636863907,0.7320394456607546
0.5,4.5,0.5,0.6557982829969509,0.7350246104959514
0.5,4.5,0.6,0.6571485400884071,0.7384386058967667
0.5,4.5,0.7,0.6582875180206755,0.7423837690501132
0.5,4.5,0.8,0.658947525918982,0.7471933393107951
0.5,4.5,0.9,0.658581411371127,0.753137118121454
0.5,4.5,1.0,0.6560060187364176,0.7605201371537942
0.5,5.0,0.1,0.6492166104614429,0.7185037413333006
0.5,5.0,0.2,0.650552790455888,0.7208637610828855
0.5,5.0,0.3,0.6519511044137695,0.7235409566888552
0.5,5.0,0.4,0.6533878046830783,0.7264469327576653
0.5,5.0,0.5,0.6548293380510859,0.729653423877515
0.5,5.0,0.6,0.6562023894886189,0.7332938595287478
0.5,5.0,0.7,0.6573712572944868,0.7375332906134879
0.5,5.0,0.8,0.6580709808853737,0.7426909988510055
0.5,5.0,0.9,0.6577596209584007,0.7491075722234737
0.5,5.0,1.0,0.6552670235265301,0.7570454529338222
0.6,0.5,0.1,0.661428236573722,0.8044205832774394
0.6,0.5,0.2,0.6626877064763305,0.8053976524267341
0.6,0.5,0.3,0.6640057552344629,0.8065108273517615
0.6,0.5,0.4,0.6653426589512286,0.8077523650888228
0.6,0.5,0.5,0.6666592532647055,0.8090737499010799
0.6,0.5,0.6,0.6678723626719038,0.8104599789135959
0.6,0.5,0.7,0.6688300087531517,0.8118001747139745
0.6,0.5,0.8,0.6692346075151476,0.812960310514947
0.6,0.5,0.9,0.6684804651589361,0.813751817088826
0.6,0.5,1.0,0.6652364409718108,0.813926541790228
0.6,1.0,0.1,0.6597359620887067,0.793069328446407
0.6,1.0,0.2,0.6610003579314607,0.7941050644200196
0.6,1.0,0.3,0.6623186512297801,0.795287039200592
0.6,1.0,0.4,0.6636573631975806,0.7965781937241281
0.6,1.0,0.5,0.6649756599467971,0.7979734552526694
0.6,1.0,0.6,0.6661922749992935,0.7994648173081242
0.6,1.0,0.7,0.6671547861124992,0.8010014883405918
0.6,1.0,0.8,0.6675687236405411,0.8024410788459282
0.6,1.0,0.9,0.6668346285565053,0.8037221698147248
0.6,1.0,1.0,0.6636440151392361,0.804694863205025
0.6,1.5,0.1,0.6581263151470245,0.7809869539814955
0.6,1.5,0.2,0.6593998324915047,0.7820946567169332
0.6,1.5,0.3,0.6607237266757504,0.7833758401047282
0.6,1.5,0.4,0.6620707239477525,0.7848127330518162
0.6,1.5,0.5,0.6633978742029628,0.7863788993346678
0.6,1.5,0.6,0.6646263186647237,0.7880860003908946
0.6,1.5,0.7,0.665604699050131,0.7899450045728813
0.6,1.5,0.8,0.6660429072368033,0.7918837048904854
0.6,1.5,0.9,0.6653489986707106,0.7939017143367653
0.6,1.5,1.0,0.6622353197342193,0.7960128939291283
0.6,2.0,0.1,0.6566119746393658,0.7692383078789755
0.6,2.0,0.2,0.6578962619281125,0.7704813823061563
0.6,2.0,0.3,0.6592298642812551,0.7719390352858927
0.6,2.0,0.4,0.6605889379332892,0.773569038588973
0.6,2.0,0.5,0.6619297940802475,0.7753414111640323
0.6,2.0,0.6,0.6631754839811135,0.7773455528742992
0.6,2.0,0.7,0.6641772057230377,0.7795968125265417
0.6,2.0,0.8,0.6646479422360454,0.7820953930531825
0.6,2.0,0.9,0.664003762149332,0.7849099888734702
0.6,2.0,1.0,0.6609777665770041,0.788202402023898
0.6,2.5,0.1,0.6552069199769921,0.7583525458599256
0.6,2.5,0.2,0.6564966741691917,0.7597498549979891
0.6,2.5,0.3,0.6578393118593815,0.7613945196723468
0.6,2.5,0.4,0.6592104829384019,0.763218024270272
0.6,2.5,0.5,0.6605668385486365,0.765237908856419
0.6,2.5,0.6,0.6618321018075133,0.7675450834151051
0.6,2.5,0.7,0.6628608635566744,0.7701907375354287
0.6,2.5,0.8,0.6633684992218319,0.773278058765974
0.6,2.5,0.9,0.6627794262224816,0.7769337267172494
0.6,2.5,1.0,0.6598451014988225,0.7813341699442593
0.6,3.0,0.1,0.6538924461745617,0.7484479146161876
0.6,3.0,0.2,0.6551914467604711,0.7500430259872574
0.6,3.0,0.3,0.6565455638577422,0.751886297409446
0.6,3.0,0.4,0.6579294945159957,0.7539290539607756
0.6,3.0,0.5,0.6593020008840349,0.756212826967842
0.6,3.0,0.6,0.6605890162198371,0.7588430725392528
0.6,3.0,0.7,0.6616453824947736,0.7618833661277117
0.6,3.0,0.8,0.6621918834739107,0.7655221910696439
0.6,3.0,0.9,0.6616596128789051,0.7699613954582538
0.6,3.0,1.0,0.6588173707784757,0.7753242804380471
0.6,3.5,0.1,0.6526602205857865,0.73962022966838
0.6,3.5,0.2,0.6539680053167103,0.7413941435907739
0.6,3.5,0.3,0.6553332603926141,0.7434530270855355
0.6,3.5,0.4,0.6567310494197866,0.7457288729016891
0.6,3.5,0.5,0.6581215690500746,0.7482850457338677
0.6,3.5,0.6,0.6594306306165989,0.751223387195487
0.6,3.5,0.7,0.6605160471042522,0.7546221682379901
0.6,3.5,0.8,0.6611028203995186,0.7587638459425365
0.6,3.5,0.9,0.6606287428207123,0.7638627060297379
0.6,3.5,1.0,0.6578782765677007,0.7700977191687497
0.6,4.0,0.1,0.6515048468592953,0.7317545286920136
0.6,4.0,0.2,0.6528198897284416,0.7337208727879491
0.6,4.0,0.3,0.654195882228964,0.7359805644808581
0.6,4.0,0.4,0.6556064937372784,0.7384766978318239
0.6,4.0,0.5,0.6570149212675054,0.7412944630396949
0.6,4.0,0.6,0.6583468528682195,0.7445125357755431
0.6,4.0,0.7,0.659462537118833,0.7482799938388556
0.6,4.0,0.8,0.6600902340570085,0.7528567094132947
0.6,4.0,0.9,0.6596747082667596,0.758531098639459
0.6,4.0,1.0,0.6570151514272441,0.7655451637757338
0.6,4.5,0.1,0.650410271753714,0.724743141645301
0.6,4.5,0.2,0.6517354204475458,0.7269117726433577
0.6,4.5,0.3,0.6531229118899539,0.7293810527591713
0.6,4.5,0.4,0.6545478142024189,0.73210375893849
0.6,4.5,0.5,0.6559739525173118,0.735147120753712
0.6,4.5,0.6,0.6573295647538766,0.7386508433970739
0.6,4.5,0.7,0.6584760572169347,0.7427338100337589
0.6,4.5,0.8,0.6591452720112787,0.747714000233325
0.6,4.5,0.9,0.6587879636522528,0.7539049279449878
0.6,4.5,1.0,0.6562177016337103,0.761564199311864
0.6,5.0,0.1,0.6493733107470201,0.7184927086579036
0.6,5.0,0.2,0.650708470550579,0.7208646551918403
0.6,5.0,0.3,0.6521079815460964,0.7235654838740995
0.6,5.0,0.4,0.6535477042676715,0.7265091919744903
0.6,5.0,0.5,0.6549928122336839,0.7297750056698158
0.6,5.0,0.6,0.6563722338997667,0.7335061369589485
0.6,5.0,0.7,0.6575500672800257,0.7378802599347202
0.6,5.0,0.8,0.6582609722774881,0.7432121163714862
0.6,5.0,0.9,0.6579608641830985,0.7498744909919641
0.6,5.0,1.0,0.6554772977042871,0.7580894723753041
0.7,0.5,0.1,0.6616175946749052,0.8044008005728356
0.7,0.5,0.2,0.6628659598822998,0.8053614450604961
0.7,0.5,0.3,0.6641779198381135,0.806461098372211
0.7,0.5,0.4,0.6655059944353225,0.8076977601195657
0.7,0.5,0.5,0.6668092877246874,0.8090255808213769
0.7,0.5,0.6,0.668005113028513,0.8104252505567227
0.7,0.5,0.7,0.6689454799826287,0.8117930043205184
0.7,0.5,0.8,0.6693289587748582,0.8129810739832458
0.7,0.5,0.9,0.6685472363445442,0.81385842482748
0.7,0.5,1.0,0.66525877898512,0.8141924891583163
0.7,1.0,0.1,0.6598978597192786,0.7930542081103968
0.7,1.0,0.2,0.6611522659903601,0.7940810388779218
0.7,1.0,0.3,0.6624650591875669,0.7952603166728542
0.7,1.0,0.4,0.6637960581459512,0.7965558098503593
0.7,1.0,0.5,0.6651037485665245,0.7979735083525565
0.7,1.0,0.6,0.6663069854283634,0.7994992677590461
0.7,1.0,0.7,0.6672565258631602,0.8010934435261375
0.7,1.0,0.8,0.6676543467861377,0.8026016464531976
0.7,1.0,0.9,0.6668993673564831,0.8040184817291206
0.7,1.0,1.0,0.6636739569346174,0.8051520692661832
0.7,1.5,0.1,0.6582781822987196,0.7809759502800845
0.7,1.5,0.2,0.6595409816405061,0.7820817953974726
0.7,1.5,0.3,0.6608592383151901,0.7833673907331137
0.7,1.5,0.4,0.6621976320821292,0.7848181748931599
0.7,1.5,0.5,0.6635152347590335,0.786418927602345
0.7,1.5,0.6,0.6647321999302578,0.7881818570629707
0.7,1.5,0.7,0.6656994099998979,0.7901111167856181
0.7,1.5,0.8,0.6661250215039013,0.7921518493570663
0.7,1.5,0.9,0.6654141267528473,0.7943248241625678
0.7,1.5,1.0,0.6622718745523652,0.7966138554327196
0.7,2.0,0.1,0.6567542844515829,0.7692307257037203
0.7,2.0,0.2,0.6580292150088018,0.770474233251907
0.7,2.0,0.3,0.6593567876074955,0.7719391825226034
0.7,2.0,0.4,0.6607072273157656,0.7735906783771919
0.7,2.0,0.5,0.6620396455684716,0.7754064066856085
0.7,2.0,0.6,0.663274846245437,0.7774756934827698
0.7,2.0,0.7,0.6642666687254025,0.7798119549456917
0.7,2.0,0.8,0.6647272918456464,0.7824267926553194
0.7,2.0,0.9,0.6640695139474063,0.7854303137512075
0.7,2.0,1.0,0.661019736483837,0.7889018382034179
0.7,2.5,0.1,0.6553351958313443,0.758346537556163
0.7,2.5,0.2,0.6566178138416967,0.7597463988099371
0.7,2.5,0.3,0.6579538752243804,0.7614009778172813
0.7,2.5,0.4,0.6593173581737214,0.7632534362070721
0.7,2.5,0.5,0.6606655059915363,0.7653169217938479
0.7,2.5,0.6,0.6619220440491848,0.767693146476131
0.7,2.5,0.7,0.6629432888552996,0.7704336304289451
0.7,2.5,0.8,0.663443587523958,0.7736588476763491
0.7,2.5,0.9,0.6628442754027903,0.77751366429206
0.7,2.5,1.0,0.6598917324593943,0.7820970422035949
0.7,3.0,0.1,0.6540043386500044,0.748442191624112
0.7,3.0,0.2,0.6552974739414876,0.7500430466393342
0.7,3.0,0.3,0.6566451774790205,0.7518999435078279
0.7,3.0,0.4,0.65802275201357,0.7539697469886499
0.7,3.0,0.5,0.6593881413314242,0.756300925063097
0.7,3.0,0.6,0.6606685153255558,0.7589986760514672
0.7,3.0,0.7,0.6617196092945062,0.7621446806738005
0.7,3.0,0.8,0.6622614332056309,0.7659291005817894
0.7,3.0,0.9,0.6617228628234764,0.7705585766774296
0.7,3.0,1.0,0.6588679555230648,0.7761461083072114
0.7,3.5,0.1,0.6527559702665823,0.7396136835707929
0.7,3.5,0.2,0.6540594102395985,0.7413944407363681
0.7,3.5,0.3,0.6554192457284815,0.7434681636454508
0.7,3.5,0.4,0.6568119419527583,0.7457750266288109
0.7,3.5,0.5,0.6581959241890232,0.7483798421260266
0.7,3.5,0.6,0.6595002058474289,0.7513858539158295
0.7,3.5,0.7,0.6605823367343185,0.7548927787381499
0.7,3.5,0.8,0.6611672588527031,0.7591827312924884
0.7,3.5,0.9,0.6606904488670415,0.7644843864145192
0.7,3.5,1.0,0.6579325579993407,0.7709478865736449
0.7,4.0,0.1,0.6515909266110631,0.7317462146086808
0.7,4.0,0.2,0.6529031233594038,0.7337210755295024
0.7,4.0,0.3,0.6542745014966496,0.7359996184458176
0.7,4.0,0.4,0.6556804544756283,0.7385262865986602
0.7,4.0,0.5,0.6570836113894014,0.7413953976032054
0.7,4.0,0.6,0.6584116851532056,0.7446827693946159
0.7,4.0,0.7,0.6595250581346855,0.7485508664791481
0.7,4.0,0.8,0.6601526542448011,0.7532859450039331
0.7,4.0,0.9,0.6597365456223631,0.7591730974231042
0.7,4.0,1.0,0.6570729632966937,0.7664008736483583
0.7,4.5,0.1,0.6504886455085406,0.724733597751786
0.7,4.5,0.2,0.651810302551239,0.726911079176392
0.7,4.5,0.3,0.6531935279268954,0.7293973051038463
0.7,4.5,0.4,0.6546144335492865,0.7321510439489725
0.7,4.5,0.5,0.6560370380223837,0.7352454508651025
0.7,4.5,0.6,0.6573894954045263,0.7388207690673404
0.7,4.5,0.7,0.6585351060431597,0.7430146564056175
0.7,4.5,0.8,0.6592054969461962,0.7481425980145354
0.7,4.5,0.9,0.6588497005484881,0.7545434547747627
0.7,4.5,1.0,0.6562786611625937,0.7624204966425495
0.7,5.0,0.1,0.649440022499941,0.7184796898329545
0.7,5.0,0.2,0.6507713472624483,0.720859777255265
0.7,5.0,0.3,0.6521671705749124,0.7235787142205975
0.7,5.0,0.4,0.6536042102510946,0.7265543116471603
0.7,5.0,0.5,0.6550465306266835,0.7298683782902351
0.7,5.0,0.6,0.6564248425889216,0.7336754121842282
0.7,5.0,0.7,0.6576036134367561,0.7381612477790314
0.7,5.0,0.8,0.6583175696026691,0.7436518325284867
0.7,5.0,0.9,0.6580216757463384,0.750519369461508
0.7,5.0,1.0,0.6555415266136914,0.758946610104275
0.8,0.5,0.1,0.6617058917240957,0.8043779277678273
0.8,0.5,0.2,0.6629399872314667,0.8053194069754522
0.8,0.5,0.3,0.664237668747867,0.8064000997337273
0.8,0.5,0.4,0.6655537371704235,0.80762296276347
0.8,0.5,0.5,0.666832873269558,0.8089455057335098
0.8,0.5,0.6,0.6680024614487343,0.8103490504627032
0.8,0.5,0.7,0.6689160939737264,0.8117237721074452
0.8,0.5,0.8,0.6692715446542863,0.8129208479080371
0.8,0.5,0.9,0.6684552145891879,0.8138525863975475
0.8,0.5,1.0,0.6651112844711801,0.8142644139288577
0.8,1.0,0.1,0.6599628631285944,0.7930362590124633
0.8,1.0,0.2,0.6612042178340855,0.7940511186757451
0.8,1.0,0.3,0.6625058890962525,0.7952207655788572
0.8,1.0,0.4,0.6638251600312346,0.7965148191042825
0.8,1.0,0.5,0.6651139769075869,0.7979419093006775
0.8,1.0,0.6,0.6662934861763059,0.7994943716135232
0.8,1.0,0.7,0.6672205563627581,0.8011163309517476
0.8,1.0,0.8,0.667595359864228,0.8026751092881186
0.8,1.0,0.9,0.6668113917325587,0.8041698724466959
0.8,1.0,1.0,0.6635403833528659,0.805412726228767
0.8,1.5,0.1,0.6583262252604043,0.7809625010063019
0.8,1.5,0.2,0.6595771501905306,0.7820629265377269
0.8,1.5,0.3,0.6608852781413199,0.7833456085944425
0.8,1.5,0.4,0.6622115216894369,0.784803975540526
0.8,1.5,0.5,0.6635130127353184,0.7864287069142668
0.8,1.5,0.6,0.6647104330338256,0.7882344138882711
0.8,1.5,0.7,0.6656580015565191,0.7902052521967954
0.8,1.5,0.8,0.6660643997832493,0.7923263470001444
0.8,1.5,0.9,0.6653301955004557,0.7946093369842886
0.8,1.5,1.0,0.6621505904164228,0.7970287823788644
0.8,2.0,0.1,0.6567854660499235,0.7692194933406817
0.8,2.0,0.2,0.658051168755041,0.7704605611189291
0.8,2.0,0.3,0.659369863268528,0.7719296725656806
0.8,2.0,0.4,0.66070669472902,0.7735949317506806
0.8,2.0,0.5,0.6620256205237137,0.7754433016782065
0.8,2.0,0.6,0.6632450233139642,0.7775686336693133
0.8,2.0,0.7,0.6642199690246898,0.7799595891993617
0.8,2.0,0.8,0.6646651174895617,0.7826705668313622
0.8,2.0,0.9,0.6639890508568853,0.7857978545260498
0.8,2.0,1.0,0.6609092031626975,0.7894125741424447
0.8,2.5,0.1,0.6553611782976706,0.7583373000081506
0.8,2.5,0.2,0.6566326541660309,0.759736941762032
0.8,2.5,0.3,0.6579596271149093,0.7613970511359809
0.8,2.5,0.4,0.6593109535248916,0.7632712441761181
0.8,2.5,0.5,0.6606462862112131,0.7653757897182414
0.8,2.5,0.6,0.6618891266818427,0.7678041616581117
0.8,2.5,0.7,0.6628955094408566,0.7706073950569027
0.8,2.5,0.8,0.6633827899094378,0.7739515547153744
0.8,2.5,0.9,0.662768112473855,0.7779526736212315
0.8,2.5,1.0,0.6597909121338634,0.7826666803853463
0.8,3.0,0.1,0.654023639211959,0.748434291193099
0.8,3.0,0.2,0.6553053588470676,0.7500380400185608
0.8,3.0,0.3,0.6566445337415758,0.7519036978721692
0.8,3.0,0.4,0.6580100077163578,0.7539953341102463
0.8,3.0,0.5,0.6593638252254755,0.7563678179799207
0.8,3.0,0.6,0.660631894817223,0.7591216647426464
0.8,3.0,0.7,0.6616708543529334,0.7623441022434074
0.8,3.0,0.8,0.6622017523492103,0.7662501832308758
0.8,3.0,0.9,0.6616508191046565,0.7710349372154112
0.8,3.0,1.0,0.6587763797426538,0.7767541871425456
0.8,3.5,0.1,0.6527730832009132,0.7396050209216304
0.8,3.5,0.2,0.6540651975164825,0.7413891894591055
0.8,3.5,0.3,0.6554158223183257,0.7434747228366837
0.8,3.5,0.4,0.6567972082624647,0.7458043996845589
0.8,3.5,0.5,0.658169554497296,0.7484498415962035
0.8,3.5,0.6,0.6594627624049492,0.7515067337665597
0.8,3.5,0.7,0.6605342045623986,0.7550979195969647
0.8,3.5,0.8,0.6611096779170249,0.7595127911054533
0.8,3.5,0.9,0.6606227926809813,0.7649802212502116
0.8,3.5,1.0,0.6578495155296078,0.7715960361260268
0.8,4.0,0.1,0.6516017704087791,0.7317365116063741
0.8,4.0,0.2,0.6529033301750108,0.7337163874698779
0.8,4.0,0.3,0.6542660346098771,0.7360081342781822
0.8,4.0,0.4,0.6556619140338698,0.7385596013762233
0.8,4.0,0.5,0.6570543130023541,0.7414719314897575
0.8,4.0,0.6,0.6583725012454843,0.744813343620353
0.8,4.0,0.7,0.6594768282850785,0.7487636955221232
0.8,4.0,0.8,0.6600965430035479,0.7536372311436667
0.8,4.0,0.9,0.6596726384746652,0.7596841363865049
0.8,4.0,1.0,0.6569976430126263,0.7670861880827715
0.8,4.5,0.1,0.6504899988751879,0.7247219684184196
0.8,4.5,0.2,0.6518026806944701,0.7269054530314862
0.8,4.5,0.3,0.6531771108914773,0.7294031221563979
0.8,4.5,0.4,0.6545888727323058,0.7321849099575708
0.8,4.5,0.5,0.656002169709997,0.7353234750223185
0.8,4.5,0.6,0.6573467152478657,0.7389534774428183
0.8,4.5,0.7,0.6584848062497304,0.7432319236600782
0.8,4.5,0.8,0.6591497191665687,0.7484987765969242
0.8,4.5,0.9,0.6587890019398251,0.755067471907915
0.8,4.5,1.0,0.6562108120971855,0.763128561763683
0.8,5.0,0.1,0.6494361568457376,0.7184655028868366
0.8,5.0,0.2,0.6507586403856269,0.7208500862013871
0.8,5.0,0.3,0.6521464743698886,0.7235846470927447
0.8,5.0,0.4,0.6535752285109789,0.7265850486943295
0.8,5.0,0.5,0.6550092440578235,0.7299406288367913
0.8,5.0,0.6,0.6563807172750546,0.7338125360958985
0.8,5.0,0.7,0.6575534215109823,0.7383821176947767
0.8,5.0,0.8,0.6582632783350927,0.7440151853980689
0.8,5.0,0.9,0.6579645774715446,0.7510519488464806
0.8,5.0,1.0,0.6554804714330936,0.7596535201215375
0.9,0.5,0.1,0.6617175522079877,0.8043516048825902
0.9,0.5,0.2,0.6629359443845443,0.8052722337381324
0.9,0.5,0.3,0.6642036049570242,0.806328943899941
0.9,0.5,0.4,0.6655077510643669,0.8075300031464145
0.9,0.5,0.5,0.6667559765697999,0.808841564517728
0.9,0.5,0.6,0.667885554551499,0.8102358939924634
0.9,0.5,0.7,0.6687580117225951,0.811598588913598
0.9,0.5,0.8,0.6690679537032074,0.8127951080624618
0.9,0.5,0.9,0.6681989184858244,0.8137454118910833
0.9,0.5,1.0,0.6647806840372444,0.8141936946135538
0.9,1.0,0.1,0.6599523953613871,0.793015152589897
0.9,1.0,0.2,0.6611791448059576,0.7940150308701444
0.9,1.0,0.3,0.6624571893199235,0.7951672189808225
0.9,1.0,0.4,0.6637634481620662,0.79645469846537
0.9,1.0,0.5,0.665026161673415,0.797884726104766
0.9,1.0,0.6,0.6661696238178032,0.7994534322495082
0.9,1.0,0.7,0.6670616471064768,0.8010800948023931
0.9,1.0,0.8,0.6673960412571909,0.8026636890331718
0.9,1.0,0.9,0.6665666501519275,0.8042016445026644
0.9,1.0,1.0,0.6632311208918659,0.805504097544598
0.9,1.5,0.1,0.6583030314781165,0.7809461227259494
0.9,1.5,0.2,0.6595392515558094,0.7820372663512968
0.9,1.5,0.3,0.6608240371854723,0.7833119881966807
0.9,1.5,0.4,0.6621385277945341,0.7847734754387193
0.9,1.5,0.5,0.6634173544593173,0.7864122751141142
0.9,1.5,0.6,0.6645827069041601,0.78824575603943
0.9,1.5,0.7,0.6654991632539957,0.7902390587686402
0.9,1.5,0.8,0.665869927534624,0.7924133539709753
0.9,1.5,0.9,0.6650958480959912,0.7947743461241725
0.9,1.5,1.0,0.6618601921247556,0.7972725854525451
0.9,2.0,0.1,0.6567516476282744,0.7692053804900928
0.9,2.0,0.2,0.658000934326353,0.7704401141885626
0.9,2.0,0.3,0.6593023101857157,0.7719063417502872
0.9,2.0,0.4,0.6606253279329823,0.7735818322642929
0.9,2.0,0.5,0.6619246391216225,0.7754542781998048
0.9,2.0,0.6,0.6631148808196617,0.7776224382083523
0.9,2.0,0.7,0.6640625659933796,0.7800436193699068
0.9,2.0,0.8,0.6644764271523644,0.7828227795474058
0.9,2.0,0.9,0.6637648333227054,0.7860408542301227
0.9,2.0,1.0,0.6606359465149488,0.7897470857568016
0.9,2.5,0.1,0.6553140410857997,0.7583250177103202
0.9,2.5,0.2,0.6565734053702861,0.7597203869274176
0.9,2.5,0.3,0.657884718448544,0.7613823663641058
0.9,2.5,0.4,0.6592215405260848,0.7632714513076692
0.9,2.5,0.5,0.6605386899597565,0.7654090682687787
0.9,2.5,0.6,0.6617554666172962,0.7678781791597185
0.9,2.5,0.7,0.6627383776634004,0.7707239740458196
0.9,2.5,0.8,0.6631983429596786,0.7741588381985347
0.9,2.5,0.9,0.662552912751032,0.7782646600420626
0.9,2.5,1.0,0.6595332870136406,0.7830635495143063
0.9,3.0,0.1,0.6539755124670659,0.7484232539750086
0.9,3.0,0.2,0.6552437374877182,0.7500254751193902
0.9,3.0,0.3,0.6565669535846058,0.7518971700598774
0.9,3.0,0.4,0.6579173252703283,0.7540036051716001
0.9,3.0,0.5,0.6592547018201046,0.7564069451528204
0.9,3.0,0.6,0.6604985255340053,0.7592050731749731
0.9,3.0,0.7,0.6615155476697928,0.7624812195128201
0.9,3.0,0.8,0.6620232111737508,0.7664867653306902
0.9,3.0,0.9,0.6614446777771477,0.7713968290173588
0.9,3.0,1.0,0.6585330382946297,0.7771981896934534
0.9,3.5,0.1,0.6527240837008288,0.7395936020027698
0.9,3.5,0.2,0.6540033256467769,0.7413770438238171
0.9,3.5,0.3,0.6553374278390589,0.7434700070246378
0.9,3.5,0.4,0.656703123780264,0.7458147560330687
0.9,3.5,0.5,0.6580594861735491,0.7484932768457828
0.9,3.5,0.6,0.6593312565878533,0.7515903451694832
0.9,3.5,0.7,0.6603821397779426,0.7552539904721685
0.9,3.5,0.8,0.660936363466097,0.7597656331465478
0.9,3.5,0.9,0.6604252799383774,0.765364417753271
0.9,3.5,1.0,0.6576196708370917,0.7720737088916287
0.9,4.0,0.1,0.651550550765821,0.7317243172993703
0.9,4.0,0.2,0.6528371728950584,0.733705208359422
0.9,4.0,0.3,0.6541847657363437,0.7360054554251421
0.9,4.0,0.4,0.6555665830096387,0.7385748629174689
0.9,4.0,0.5,0.6569417498786263,0.7415188206369551
0.9,4.0,0.6,0.658241707446392,0.7449056499293796
0.9,4.0,0.7,0.659326782971043,0.7489237017822754
0.9,4.0,0.8,0.6599278912709695,0.7538967201377771
0.9,4.0,0.9,0.6594827541255974,0.7600889917613927
0.9,4.0,1.0,0.6567804619434398,0.7675922192801822
0.9,4.5,0.1,0.6504388966228367,0.7247080327328745
0.9,4.5,0.2,0.6517373731304996,0.7268933811863357
0.9,4.5,0.3,0.6530958709481602,0.7294002861796085
0.9,4.5,0.4,0.6544951305009635,0.7321984348156643
0.9,4.5,0.5,0.6558915042293199,0.7353760005068516
0.9,4.5,0.6,0.6572190722380564,0.7390471449565718
0.9,4.5,0.7,0.6583399025906278,0.7433960925543721
0.9,4.5,0.8,0.6589870763379254,0.7487803073503617
0.9,4.5,0.9,0.6586073890400614,0.7554847052444124
0.9,4.5,1.0,0.6560053927137738,0.7636593993883755
0.9,5.0,0.1,0.6493820328960958,0.7184490608942542
0.9,5.0,0.2,0.6506924852327993,0.7208344274225963
0.9,5.0,0.3,0.6520648137161809,0.7235782969417577
0.9,5.0,0.4,0.6534816556374705,0.7265969234094893
0.9,5.0,0.5,0.6548998942346065,0.7299879108697102
0.9,5.0,0.6,0.6562556625165172,0.7339149320324345
0.9,5.0,0.7,0.6574130386956978,0.7385471923028896
0.9,5.0,0.8,0.6581061657486709,0.7443027724016804
0.9,5.0,0.9,0.6577905715958491,0.7514806232045234
0.9,5.0,1.0,0.6552861548677194,0.7602063719440053
1.0,0.5,0.1,0.6616220769710003,0.8043214029188988
1.0,0.5,0.2,0.6628208014396143,0.8052187037075681
1.0,0.5,0.3,0.6640517913909887,0.8062462321030132
1.0,0.5,0.4,0.6653503444985991,0.8074213447443268
1.0,0.5,0.5,0.6665510682160216,0.8087123064133483
1.0,0.5,0.6,0.6676391565644374,0.8100872181640845
1.0,0.5,0.7,0.6684593372487345,0.8114175084114726
1.0,0.5,0.8,0.6687061306413183,0.8126087810929844
1.0,0.5,0.9,0.6677746953368122,0.8135585615575134
1.0,0.5,1.0,0.6642529031920664,0.8140273225892918
1.0,1.0,0.1,0.6598490980444982,0.7929903609359124
1.0,1.0,0.2,0.6610618873025589,0.793971702660165
1.0,1.0,0.3,0.6622965971605081,0.7951007010843375
1.0,1.0,0.4,0.6635951389185664,0.7963780638379104
1.0,1.0,0.5,0.6648185973089591,0.7977992224600706
1.0,1.0,0.6,0.6659218459454013,0.799371388343037
1.0,1.0,0.7,0.6667681930490719,0.8009835364559638
1.0,1.0,0.8,0.6670473308655203,0.8025743214268845
1.0,1.0,0.9,0.6661583375876624,0.8041307183993746
1.0,1.0,1.0,0.6627334139693557,0.8054779886622129
1.0,1.5,0.1,0.6581900097911455,0.7809259333930225
1.0,1.5,0.2,0.6594124705504889,0.7820048260231328
1.0,1.5,0.3,0.6606559470739399,0.7832667286930355
1.0,1.5,0.4,0.661959182197217,0.7847241862606065
1.0,1.5,0.5,0.6632032276349228,0.7863636792120976
1.0,1.5,0.6,0.6643352766004283,0.7882060798877548
1.0,1.5,0.7,0.6652096852890309,0.7902127034355927
1.0,1.5,0.8,0.6655302193739641,0.792419330857623
1.0,1.5,0.9,0.6647014888157086,0.7948305516866483
1.0,1.5,1.0,0.6613864941307059,0.7973500675404606
1.0,2.0,0.1,0.6566241730710616,0.7691878726823785
1.0,2.0,0.2,0.6578604760978248,0.7704111323388843
1.0,2.0,0.3,0.6591267642306342,0.7718693572017328
1.0,2.0,0.4,0.6604405633658184,0.773546981560088
